-0.11014,-0.1106,-0.11729,-0.10909,-0.11762,-0.11139,-0.11361,-0.11867,-0.11427,-0.11537,-0.11309,-0.11798,-0.11092,-0.11639,-0.11369,-0.11486,-0.11786,-0.11884,-0.11258,-0.11081,-0.11481,-0.11423,-0.1194,-0.10529,-0.11175,-0.11563,-0.11842,-0.1125,-0.11896,-0.11842,-0.11265,-0.11991
-0.11182,-0.11676,-0.11768,-0.11332,-0.11806,-0.11662,-0.11661,-0.11734,-0.11154,-0.11925,-0.11612,-0.11424,-0.11457,-0.11464,-0.11607,-0.11749,-0.118,-0.11763,-0.11682,-0.11675,-0.11529,-0.11335,-0.11899,-0.11355,-0.1179,-0.11498,-0.11773,-0.12065,-0.11708,-0.11778,-0.11443,-0.11764
-0.11771,-0.11287,-0.11281,-0.11602,-0.11866,-0.11875,-0.11834,-0.11466,-0.11498,-0.11462,-0.1176,-0.11792,-0.11687,-0.12106,-0.11657,-0.11311,-0.11711,-0.1143,-0.1187,-0.12078,-0.11795,-0.117,-0.11615,-0.1166,-0.11608,-0.11649,-0.11788,-0.12009,-0.11727,-0.11463,-0.11372,-0.11746
-0.11816,-0.11401,-0.11732,-0.11911,-0.11432,-0.11652,-0.11771,-0.11726,-0.11384,-0.11547,-0.10983,-0.11641,-0.11533,-0.11795,-0.11493,-0.11772,-0.11449,-0.11604,-0.11529,-0.11546,-0.11676,-0.1158,-0.11972,-0.11531,-0.11576,-0.1148,-0.11828,-0.12137,-0.11682,-0.11997,-0.11795,-0.1179
-0.11395,-0.11412,-0.11357,-0.11146,-0.11582,-0.11482,-0.11868,-0.10906,-0.11763,-0.11356,-0.1139,-0.11243,-0.11356,-0.11005,-0.11405,-0.10862,-0.11568,-0.11694,-0.11469,-0.11874,-0.11093,-0.11931,-0.1115,-0.10998,-0.11258,-0.11497,-0.11468,-0.11543,-0.11358,-0.11515,-0.11402,-0.11669
-0.11264,-0.11798,-0.11362,-0.11793,-0.11668,-0.11566,-0.11983,-0.11786,-0.11909,-0.11205,-0.11533,-0.11764,-0.11674,-0.11612,-0.11061,-0.11982,-0.11605,-0.11722,-0.11708,-0.11521,-0.12074,-0.11674,-0.11863,-0.11596,-0.11758,-0.11842,-0.11809,-0.11748,-0.11682,-0.11179,-0.11819,-0.11154
-0.11717,-0.11591,-0.11813,-0.1179,-0.11609,-0.1172,-0.11779,-0.11874,-0.1197,-0.1137,-0.11649,-0.11868,-0.11589,-0.11636,-0.11837,-0.11719,-0.11596,-0.11712,-0.11709,-0.11647,-0.1193,-0.11466,-0.11797,-0.11536,-0.11399,-0.11522,-0.11699,-0.11577,-0.11422,-0.11831,-0.11857,-0.11611
-0.11587,-0.11867,-0.11672,-0.11988,-0.11794,-0.12026,-0.11895,-0.11519,-0.11388,-0.116,-0.11741,-0.11427,-0.11858,-0.11209,-0.1153,-0.11645,-0.11749,-0.11576,-0.11764,-0.1188,-0.11794,-0.11582,-0.11202,-0.1167,-0.11732,-0.11412,-0.11201,-0.11665,-0.11508,-0.11667,-0.11644,-0.11655
-0.11698,-0.118,-0.11887,-0.11925,-0.11686,-0.12116,-0.11819,-0.11755,-0.11997,-0.11768,-0.11705,-0.11902,-0.11823,-0.11214,-0.11915,-0.11736,-0.11549,-0.11825,-0.11489,-0.11541,-0.11823,-0.10921,-0.11609,-0.11519,-0.10991,-0.11939,-0.11832,-0.11844,-0.10976,-0.11694,-0.1132,-0.11893
-0.11539,-0.11875,-0.116,-0.11621,-0.10977,-0.11684,-0.11502,-0.11692,-0.11748,-0.1166,-0.11766,-0.11493,-0.11762,-0.11535,-0.11769,-0.11633,-0.11559,-0.12059,-0.11693,-0.11723,-0.11963,-0.11919,-0.1143,-0.11908,-0.11513,-0.1178,-0.11764,-0.11596,-0.11341,-0.1179,-0.11122,-0.11911
-0.11602,-0.11756,-0.11754,-0.11809,-0.11643,-0.12015,-0.11704,-0.11777,-0.11512,-0.11826,-0.11542,-0.11596,-0.11651,-0.11773,-0.11573,-0.11374,-0.1167,-0.11783,-0.1136,-0.11657,-0.11511,-0.11738,-0.11981,-0.11718,-0.11714,-0.11764,-0.11288,-0.11341,-0.10824,-0.11023,-0.11428,-0.11701
-0.11459,-0.11303,-0.11083,-0.11658,-0.11829,-0.10723,-0.11805,-0.11597,-0.11197,-0.11961,-0.1144,-0.11599,-0.11559,-0.11643,-0.11599,-0.11758,-0.118,-0.11835,-0.11925,-0.11822,-0.11728,-0.11992,-0.11728,-0.1208,-0.11548,-0.11516,-0.11452,-0.11666,-0.11703,-0.11726,-0.11689,-0.11352
-0.11014,-0.11375,-0.11482,-0.11795,-0.1136,-0.12055,-0.11643,-0.11807,-0.11765,-0.1196,-0.11653,-0.11072,-0.11076,-0.11414,-0.11871,-0.11779,-0.11795,-0.11717,-0.11561,-0.11328,-0.11202,-0.11921,-0.11664,-0.11523,-0.11688,-0.11691,-0.11282,-0.11551,-0.11484,-0.1176,-0.11595,-0.11165
-0.11817,-0.11592,-0.1192,-0.11843,-0.1139,-0.11613,-0.11873,-0.11703,-0.11267,-0.11912,-0.11665,-0.11707,-0.1178,-0.11531,-0.11906,-0.11858,-0.11817,-0.11284,-0.11294,-0.11434,-0.11436,-0.1168,-0.11594,-0.11667,-0.11724,-0.11879,-0.11632,-0.11107,-0.11536,-0.11637,-0.11818,-0.11866
-0.10771,-0.11757,-0.11984,-0.11954,-0.11599,-0.1149,-0.11686,-0.11541,-0.11136,-0.11766,-0.1155,-0.11688,-0.11584,-0.11909,-0.11718,-0.11609,-0.11952,-0.11754,-0.11704,-0.11768,-0.1152,-0.11254,-0.11727,-0.11743,-0.11828,-0.11234,-0.11621,-0.10984,-0.11715,-0.11475,-0.11073,-0.11783
-0.12141,-0.11787,-0.11543,-0.11499,-0.11302,-0.11603,-0.1173,-0.11415,-0.1166,-0.11562,-0.11713,-0.11416,-0.1148,-0.1159,-0.11617,-0.11863,-0.11505,-0.11489,-0.11516,-0.11391,-0.11697,-0.11656,-0.11781,-0.11176,-0.11749,-0.11713,-0.1162,-0.11535,-0.11788,-0.11722,-0.11516,-0.11597
-0.11495,-0.11301,-0.11796,-0.11631,-0.11684,-0.11765,-0.11469,-0.11809,-0.11534,-0.11212,-0.11539,-0.11916,-0.11595,-0.11325,-0.11558,-0.11546,-0.11489,-0.11224,-0.11574,-0.11375,-0.11634,-0.11434,-0.11801,-0.11956,-0.11358,-0.11934,-0.11014,-0.11525,-0.11655,-0.11569,-0.11195,-0.11293
-0.1178,-0.11796,-0.11746,-0.11463,-0.11746,-0.11625,-0.11639,-0.11599,-0.11628,-0.11576,-0.11709,-0.11129,-0.11536,-0.11652,-0.11817,-0.11872,-0.11389,-0.11583,-0.11835,-0.11745,-0.11599,-0.11682,-0.11699,-0.11568,-0.11612,-0.11821,-0.11718,-0.11451,-0.11589,-0.11402,-0.1176,-0.11759
-0.11955,-0.11317,-0.11686,-0.11261,-0.11047,-0.11711,-0.11464,-0.11501,-0.11646,-0.11178,-0.11877,-0.1159,-0.1102,-0.11156,-0.1106,-0.11797,-0.10842,-0.1205,-0.11593,-0.10843,-0.11998,-0.11649,-0.11837,-0.11809,-0.11631,-0.11797,-0.11502,-0.11586,-0.11283,-0.11894,-0.11702,-0.11631
-0.11415,-0.11455,-0.11321,-0.1053,-0.11215,-0.11729,-0.11548,-0.11651,-0.11594,-0.11402,-0.11338,-0.11343,-0.11709,-0.11629,-0.11731,-0.11593,-0.11437,-0.11622,-0.1168,-0.11814,-0.11837,-0.11739,-0.11711,-0.1179,-0.11795,-0.11657,-0.10997,-0.11384,-0.12004,-0.11287,-0.11742,-0.11598
-0.11928,-0.11747,-0.10989,-0.12057,-0.11214,-0.11835,-0.11145,-0.11553,-0.11524,-0.1117,-0.11562,-0.11725,-0.11215,-0.11537,-0.11902,-0.11734,-0.10699,-0.11762,-0.11747,-0.11732,-0.11352,-0.11546,-0.11783,-0.11124,-0.11833,-0.11384,-0.11787,-0.11515,-0.1179,-0.11593,-0.12058,-0.11736
-0.11757,-0.11345,-0.11462,-0.11906,-0.11834,-0.11858,-0.11971,-0.11487,-0.11693,-0.1105,-0.11348,-0.1149,-0.11741,-0.11424,-0.11799,-0.11629,-0.11667,-0.11781,-0.11928,-0.11422,-0.11418,-0.11302,-0.11976,-0.11906,-0.11684,-0.11592,-0.1144,-0.11787,-0.11816,-0.11747,-0.11799,-0.11567
-0.11157,-0.11601,-0.11386,-0.11443,-0.11566,-0.11686,-0.11532,-0.11896,-0.11545,-0.11775,-0.11328,-0.11551,-0.11359,-0.11598,-0.11456,-0.11868,-0.11635,-0.11386,-0.11476,-0.11516,-0.11269,-0.11571,-0.11855,-0.11948,-0.11552,-0.11789,-0.11635,-0.11322,-0.11603,-0.11849,-0.10703,-0.11176
-0.11278,-0.11675,-0.11693,-0.11384,-0.11294,-0.11487,-0.11795,-0.11108,-0.11294,-0.11832,-0.11524,-0.11514,-0.11496,-0.11553,-0.11003,-0.11285,-0.1147,-0.11626,-0.10704,-0.11528,-0.11391,-0.11507,-0.11684,-0.11762,-0.11535,-0.11415,-0.10903,-0.11619,-0.116,-0.11691,-0.11449,-0.11652
-0.11248,-0.11618,-0.10966,-0.11682,-0.10684,-0.10775,-0.11689,-0.11284,-0.11436,-0.11424,-0.11196,-0.11064,-0.10933,-0.11529,-0.11653,-0.11221,-0.11494,-0.1155,-0.11389,-0.118,-0.11677,-0.10981,-0.11486,-0.11201,-0.11812,-0.11736,-0.11429,-0.11414,-0.11246,-0.11683,-0.11507,-0.11689
-0.11877,-0.11741,-0.11728,-0.11654,-0.11222,-0.11383,-0.11795,-0.11617,-0.1148,-0.11673,-0.11172,-0.11504,-0.11567,-0.1127,-0.11558,-0.11689,-0.11565,-0.11713,-0.11952,-0.11644,-0.11634,-0.11374,-0.11947,-0.11704,-0.11397,-0.11515,-0.11525,-0.11673,-0.11772,-0.11708,-0.11818,-0.11351
-0.11768,-0.1075,-0.11165,-0.1174,-0.11394,-0.11542,-0.11541,-0.10546,-0.11776,-0.11801,-0.10994,-0.11503,-0.1171,-0.11848,-0.11495,-0.11015,-0.11916,-0.11946,-0.11082,-0.11619,-0.115,-0.11425,-0.11585,-0.11346,-0.1129,-0.10808,-0.10884,-0.10462,-0.11447,-0.11175,-0.11343,-0.11325
