-0.11588,-0.11211,-0.11006,-0.1182,-0.1184,-0.11917,-0.11499,-0.11385,-0.11767,-0.11617,-0.11386,-0.11517,-0.11375,-0.11785,-0.1192,-0.11661,-0.11193,-0.11532,-0.1147,-0.11088,-0.11777,-0.11294,-0.11766,-0.11621,-0.11154,-0.11594,-0.1166,-0.11661,-0.11745,-0.11277,-0.11685,-0.11602
-0.11704,-0.1166,-0.11333,-0.10662,-0.11478,-0.11454,-0.11746,-0.1086,-0.11939,-0.11754,-0.1127,-0.10878,-0.11758,-0.11215,-0.11465,-0.12118,-0.11271,-0.11727,-0.11461,-0.11712,-0.11257,-0.11235,-0.11327,-0.1122,-0.11475,-0.11777,-0.11377,-0.10959,-0.10944,-0.10793,-0.11758,-0.11409
-0.11629,-0.11642,-0.11797,-0.11713,-0.11604,-0.1174,-0.11696,-0.11732,-0.11679,-0.11759,-0.11535,-0.11707,-0.11632,-0.11563,-0.1189,-0.11746,-0.11567,-0.11783,-0.118,-0.11717,-0.11444,-0.11804,-0.11761,-0.11992,-0.11618,-0.10571,-0.11724,-0.11476,-0.11779,-0.11727,-0.11766,-0.1169
-0.116,-0.11772,-0.11957,-0.11599,-0.11339,-0.11727,-0.11562,-0.11723,-0.11632,-0.11502,-0.11802,-0.11271,-0.1162,-0.11499,-0.11634,-0.11039,-0.11872,-0.11452,-0.11546,-0.11779,-0.11166,-0.11563,-0.11507,-0.11322,-0.11601,-0.1175,-0.11245,-0.11546,-0.11269,-0.11625,-0.1176,-0.11722
-0.11447,-0.11729,-0.11738,-0.11735,-0.11982,-0.11008,-0.11572,-0.10964,-0.11323,-0.11802,-0.11386,-0.11636,-0.11573,-0.11051,-0.11153,-0.10819,-0.11446,-0.11691,-0.11512,-0.11212,-0.11566,-0.11339,-0.11428,-0.10828,-0.11731,-0.12048,-0.10935,-0.11034,-0.12035,-0.11429,-0.11595,-0.11463
-0.11727,-0.11079,-0.11795,-0.11068,-0.11322,-0.10918,-0.1112,-0.11103,-0.11593,-0.11432,-0.11749,-0.11291,-0.11775,-0.11662,-0.11495,-0.11564,-0.11796,-0.11926,-0.11644,-0.11757,-0.11656,-0.11635,-0.1166,-0.11568,-0.11402,-0.1155,-0.11654,-0.11787,-0.11551,-0.1158,-0.11607,-0.11439
-0.11512,-0.11651,-0.11709,-0.11512,-0.11266,-0.11478,-0.11745,-0.11578,-0.11548,-0.11559,-0.11359,-0.11593,-0.11166,-0.11338,-0.10306,-0.11222,-0.11912,-0.1111,-0.11319,-0.11082,-0.11353,-0.11808,-0.1128,-0.10796,-0.11303,-0.11615,-0.11581,-0.11214,-0.10977,-0.11254,-0.11472,-0.11275
-0.066751,-0.07309,-0.07279,-0.025653,-0.095626,-0.11249,-0.11591,-0.11347,-0.11101,-0.11276,-0.1188,-0.11682,-0.11604,-0.11718,-0.11862,-0.11442,-0.11282,-0.11495,-0.1169,-0.11785,-0.11702,-0.1155,-0.11846,-0.11564,-0.1134,-0.11967,-0.11893,-0.11202,-0.11783,-0.11637,-0.11674,-0.11378
-0.10874,-0.10909,-0.10947,-0.1182,-0.1145,-0.11558,-0.11299,-0.1122,-0.11605,-0.11287,-0.1148,-0.11623,-0.11879,-0.10918,-0.11455,-0.11383,-0.11313,-0.11042,-0.10788,-0.11282,-0.10147,-0.10057,-0.096001,-0.088433,-0.090693,-0.092718,-0.11702,-0.11883,-0.11728,-0.11656,-0.11041,-0.11719
-0.1115,-0.11131,-0.11273,-0.11406,-0.1152,-0.1119,-0.11418,-0.11921,-0.11608,-0.11165,-0.11342,-0.11405,-0.11798,-0.11682,-0.11545,-0.11431,-0.11724,-0.11702,-0.11703,-0.1172,-0.1197,-0.11611,-0.11617,-0.11159,-0.11646,-0.11331,-0.11757,-0.11962,-0.11342,-0.10759,-0.11859,-0.1152
